"id","fdc_id","seq_num","food_attribute_type_id","name","value"
"6241","335467","0","999","Barcode","11G5070091"
"6240","335467","0","999","Genotype","Common_Pinto"
"6244","335468","0","999","Barcode","11G5070169"
"6242","335468","0","999","DOI","10.2135/cropsci2017.04.0244"
"6243","335468","0","999","Genotype","Common_Pinto"
"6247","335469","0","999","Barcode","11G5070096"
"6245","335469","0","999","DOI","10.2135/cropsci2017.04.0244"
"6246","335469","0","999","Genotype","Kimberly"
"6249","335470","0","999","Genotype","Kimberly"
"6248","335470","0","999","DOI","10.2135/cropsci2017.04.0244"
"6250","335470","0","999","Barcode","11G5070123"
"6251","335471","0","999","DOI","10.2135/cropsci2017.04.0244"
"6252","335471","0","999","Genotype","UI_114"
"6253","335471","0","999","Barcode","11G5070050"
"6255","335472","0","999","Genotype","UI_114"
"6254","335472","0","999","DOI","10.2135/cropsci2017.04.0244"
"6256","335472","0","999","Barcode","11G5070178"
"6257","335473","0","999","DOI","10.2135/cropsci2017.04.0244"
"6258","335473","0","999","Genotype","NE2_09_3"
"6259","335473","0","999","Barcode","11G5070097"
"6260","335474","0","999","DOI","10.2135/cropsci2017.04.0244"
"6262","335474","0","999","Barcode","11G5070175"
"6261","335474","0","999","Genotype","NE2_09_3"
"6264","335475","0","999","Genotype","Quincy"
"6265","335475","0","999","Barcode","11G5070039"
"6263","335475","0","999","DOI","10.2135/cropsci2017.04.0244"
"6267","335476","0","999","Genotype","Quincy"
"6266","335476","0","999","DOI","10.2135/cropsci2017.04.0244"
"6268","335476","0","999","Barcode","11G5070198"
"6270","335477","0","999","Genotype","TARS_VCI_4B"
"6271","335477","0","999","Barcode","11G5070048"
"6269","335477","0","999","DOI","10.2135/cropsci2017.04.0244"
"6273","335478","0","999","Genotype","TARS_VCI_4B"
"6274","335478","0","999","Barcode","11G5070110"
"6272","335478","0","999","DOI","10.2135/cropsci2017.04.0244"
"6275","335479","0","999","DOI","10.2135/cropsci2017.04.0244"
"6276","335479","0","999","Genotype","Nodak"
"6277","335479","0","999","Barcode","11G5070032"
"6278","335480","0","999","DOI","10.2135/cropsci2017.04.0244"
"6280","335480","0","999","Barcode","11G5070122"
"6279","335480","0","999","Genotype","Nodak"
"6281","335481","0","999","DOI","10.2135/cropsci2017.04.0244"
"6282","335481","0","999","Genotype","Othello"
"6283","335481","0","999","Barcode","11G5070080"
"6285","335482","0","999","Genotype","Othello"
"6286","335482","0","999","Barcode","11G5070102"
"6284","335482","0","999","DOI","10.2135/cropsci2017.04.0244"
"6287","335483","0","999","DOI","10.2135/cropsci2017.04.0244"
"6288","335483","0","999","Genotype","NW_590"
"6289","335483","0","999","Barcode","11G5070033"
"6291","335484","0","999","Genotype","NW_590"
"6290","335484","0","999","DOI","10.2135/cropsci2017.04.0244"
"6292","335484","0","999","Barcode","11G5070111"
"6293","335485","0","999","DOI","10.2135/cropsci2017.04.0244"
"6295","335485","0","999","Barcode","11G5070038"
"6294","335485","0","999","Genotype","PT7_2"
"6296","335486","0","999","DOI","10.2135/cropsci2017.04.0244"
"6297","335486","0","999","Genotype","PT7_2"
"6298","335486","0","999","Barcode","11G5070184"
"6299","335487","0","999","DOI","10.2135/cropsci2017.04.0244"
"6301","335487","0","999","Barcode","11G5070055"
"6300","335487","0","999","Genotype","USPT_CBB_1"
"6304","335488","0","999","Barcode","11G5070183"
"6302","335488","0","999","DOI","10.2135/cropsci2017.04.0244"
"6303","335488","0","999","Genotype","USPT_CBB_1"
"6306","335489","0","999","Genotype","USPT_CBB_5"
"6307","335489","0","999","Barcode","11G5070056"
"6305","335489","0","999","DOI","10.2135/cropsci2017.04.0244"
"6309","335490","0","999","Genotype","USPT_CBB_5"
"6310","335490","0","999","Barcode","11G5070168"
"6308","335490","0","999","DOI","10.2135/cropsci2017.04.0244"
"6313","335491","0","999","Barcode","11G5070081"
"6312","335491","0","999","Genotype","PT9_17"
"6311","335491","0","999","DOI","10.2135/cropsci2017.04.0244"
"6316","335492","0","999","Barcode","11G5070120"
"6314","335492","0","999","DOI","10.2135/cropsci2017.04.0244"
"6315","335492","0","999","Genotype","PT9_17"
"6318","335493","0","999","Genotype","Maverick"
"6317","335493","0","999","DOI","10.2135/cropsci2017.04.0244"
"6319","335493","0","999","Barcode","11G5070027"
"6322","335494","0","999","Barcode","11G5070105"
"6320","335494","0","999","DOI","10.2135/cropsci2017.04.0244"
"6321","335494","0","999","Genotype","Maverick"
"6324","335495","0","999","Genotype","Lariat"
"6325","335495","0","999","Barcode","11G5070072"
"6323","335495","0","999","DOI","10.2135/cropsci2017.04.0244"
"6328","335496","0","999","Barcode","11G5070200"
"6327","335496","0","999","Genotype","Lariat"
"6326","335496","0","999","DOI","10.2135/cropsci2017.04.0244"
"6329","335497","0","999","DOI","10.2135/cropsci2017.04.0244"
"6330","335497","0","999","Genotype","Stampede"
"6331","335497","0","999","Barcode","11G5070085"
"6334","335498","0","999","Barcode","11G5070128"
"6332","335498","0","999","DOI","10.2135/cropsci2017.04.0244"
"6333","335498","0","999","Genotype","Stampede"
"6335","335499","0","999","DOI","10.2135/cropsci2017.04.0244"
"6337","335499","0","999","Barcode","11G5070078"
"6336","335499","0","999","Genotype","ND_307"
"6338","335500","0","999","DOI","10.2135/cropsci2017.04.0244"
"6339","335500","0","999","Genotype","ND_307"
"6340","335500","0","999","Barcode","11G5070180"
"6342","335501","0","999","Genotype","Buster"
"6341","335501","0","999","DOI","10.2135/cropsci2017.04.0244"
"6343","335501","0","999","Barcode","11G5070066"
"6344","335502","0","999","DOI","10.2135/cropsci2017.04.0244"
"6345","335502","0","999","Genotype","Buster"
"6346","335502","0","999","Barcode","11G5070104"
"6347","335503","0","999","DOI","10.2135/cropsci2017.04.0244"
"6349","335503","0","999","Barcode","11G5070074"
"6348","335503","0","999","Genotype","Medicine_Hat"
"6350","335504","0","999","DOI","10.2135/cropsci2017.04.0244"
"6352","335504","0","999","Barcode","11G5070191"
"6351","335504","0","999","Genotype","Medicine_Hat"
"6353","335505","0","999","DOI","10.2135/cropsci2017.04.0244"
"6354","335505","0","999","Genotype","BelDakMi_RR_5"
"6355","335505","0","999","Barcode","11G5060111"
"6358","335506","0","999","Barcode","11G5060419"
"6356","335506","0","999","DOI","10.2135/cropsci2017.04.0244"
"6357","335506","0","999","Genotype","BelDakMi_RR_5"
"6360","335507","0","999","Genotype","AC_Island"
"6361","335507","0","999","Barcode","11G5060118"
"6359","335507","0","999","DOI","10.2135/cropsci2017.04.0244"
"6364","335508","0","999","Barcode","11G5060426"
"6362","335508","0","999","DOI","10.2135/cropsci2017.04.0244"
"6363","335508","0","999","Genotype","AC_Island"
"6366","335509","0","999","Genotype","Bill_Z"
"6365","335509","0","999","DOI","10.2135/cropsci2017.04.0244"
"6367","335509","0","999","Barcode","11G5060123"
"6368","335510","0","999","DOI","10.2135/cropsci2017.04.0244"
"6369","335510","0","999","Genotype","Bill_Z"
"6370","335510","0","999","Barcode","11G5060431"
"6372","335511","0","999","Genotype","Ouray"
"6371","335511","0","999","DOI","10.2135/cropsci2017.04.0244"
"6373","335511","0","999","Barcode","11G5060124"
"6375","335512","0","999","Genotype","Ouray"
"6374","335512","0","999","DOI","10.2135/cropsci2017.04.0244"
"6376","335512","0","999","Barcode","11G5060432"
"6378","335513","0","999","Genotype","Grand_Mesa"
"6377","335513","0","999","DOI","10.2135/cropsci2017.04.0244"
"6379","335513","0","999","Barcode","11G5060125"
"6381","335514","0","999","Genotype","Grand_Mesa"
"6382","335514","0","999","Barcode","11G5060433"
"6380","335514","0","999","DOI","10.2135/cropsci2017.04.0244"
"6383","335515","0","999","DOI","10.2135/cropsci2017.04.0244"
"6384","335515","0","999","Genotype","Fisher"
"6385","335515","0","999","Barcode","11G5060126"
"6386","335516","0","999","DOI","10.2135/cropsci2017.04.0244"
"6388","335516","0","999","Barcode","11G5060434"
"6387","335516","0","999","Genotype","Fisher"
"6390","335517","0","999","Genotype","Montrose"
"6389","335517","0","999","DOI","10.2135/cropsci2017.04.0244"
"6391","335517","0","999","Barcode","11G5060127"
"6393","335518","0","999","Genotype","Montrose"
"6392","335518","0","999","DOI","10.2135/cropsci2017.04.0244"
"6394","335518","0","999","Barcode","11G5060435"
"6395","335519","0","999","DOI","10.2135/cropsci2017.04.0244"
"6396","335519","0","999","Genotype","Olathe"
"6397","335519","0","999","Barcode","11G5060128"
"6400","335520","0","999","Barcode","11G5060436"
"6399","335520","0","999","Genotype","Olathe"
"6398","335520","0","999","DOI","10.2135/cropsci2017.04.0244"
"6401","335521","0","999","DOI","10.2135/cropsci2017.04.0244"
"6402","335521","0","999","Genotype","San_Juan"
"6403","335521","0","999","Barcode","11G5060130"
"6404","335522","0","999","DOI","10.2135/cropsci2017.04.0244"
"6406","335522","0","999","Barcode","11G5060438"
"6405","335522","0","999","Genotype","San_Juan"
"6408","335523","0","999","Genotype","Croissant"
"6407","335523","0","999","DOI","10.2135/cropsci2017.04.0244"
"6409","335523","0","999","Barcode","11G5060103"
"6410","335524","0","999","DOI","10.2135/cropsci2017.04.0244"
"6411","335524","0","999","Genotype","Croissant"
"6412","335524","0","999","Barcode","11G5060131"
"6413","335525","0","999","DOI","10.2135/cropsci2017.04.0244"
"6415","335525","0","999","Barcode","11G5060409"
"6414","335525","0","999","Genotype","Croissant"
"6417","335526","0","999","Genotype","Croissant"
"6418","335526","0","999","Barcode","11G5060439"
"6416","335526","0","999","DOI","10.2135/cropsci2017.04.0244"
"6421","335527","0","999","Barcode","11G5060132"
"6420","335527","0","999","Genotype","Arapaho"
"6419","335527","0","999","DOI","10.2135/cropsci2017.04.0244"
"6422","335528","0","999","DOI","10.2135/cropsci2017.04.0244"
"6424","335528","0","999","Barcode","11G5060440"
"6423","335528","0","999","Genotype","Arapaho"
"6426","335529","0","999","Genotype","TARS09_RR023"
"6425","335529","0","999","DOI","10.2135/cropsci2017.04.0244"
"6427","335529","0","999","Barcode","11G5060149"
"6430","335530","0","999","Barcode","11G5060457"
"6428","335530","0","999","DOI","10.2135/cropsci2017.04.0244"
"6429","335530","0","999","Genotype","TARS09_RR023"
"6432","335531","0","999","Genotype","F04_2801_4_6_6"
"6431","335531","0","999","DOI","10.2135/cropsci2017.04.0244"
"6433","335531","0","999","Barcode","11G5060154"
"6434","335532","0","999","DOI","10.2135/cropsci2017.04.0244"
"6435","335532","0","999","Genotype","F04_2801_4_6_6"
"6436","335532","0","999","Barcode","11G5060462"
"6437","335533","0","999","DOI","10.2135/cropsci2017.04.0244"
"6439","335533","0","999","Barcode","11G5060156"
"6438","335533","0","999","Genotype","I06_2575_17"
"6440","335534","0","999","DOI","10.2135/cropsci2017.04.0244"
"6442","335534","0","999","Barcode","11G5060464"
"6441","335534","0","999","Genotype","I06_2575_17"
"6443","335535","0","999","DOI","10.2135/cropsci2017.04.0244"
"6445","335535","0","999","Barcode","11G5060170"
"6444","335535","0","999","Genotype","Sierra"
"6447","335536","0","999","Genotype","Sierra"
"6446","335536","0","999","DOI","10.2135/cropsci2017.04.0244"
"6448","335536","0","999","Barcode","11G5060478"
"6451","335537","0","999","Barcode","11G5060171"
"6449","335537","0","999","DOI","10.2135/cropsci2017.04.0244"
"6450","335537","0","999","Genotype","Aztec"
"6453","335538","0","999","Genotype","Aztec"
"6454","335538","0","999","Barcode","11G5060479"
"6452","335538","0","999","DOI","10.2135/cropsci2017.04.0244"
"6455","335539","0","999","DOI","10.2135/cropsci2017.04.0244"
"6457","335539","0","999","Barcode","11G5060176"
"6456","335539","0","999","Genotype","Kodiak"
"6458","335540","0","999","DOI","10.2135/cropsci2017.04.0244"
"6460","335540","0","999","Barcode","11G5060484"
"6459","335540","0","999","Genotype","Kodiak"
"6461","335541","0","999","DOI","10.2135/cropsci2017.04.0244"
"6463","335541","0","999","Barcode","11G5060183"
"6462","335541","0","999","Genotype","Santa_Fe"
"6464","335542","0","999","DOI","10.2135/cropsci2017.04.0244"
"6465","335542","0","999","Genotype","Santa_Fe"
"6466","335542","0","999","Barcode","11G5060491"
"6468","335543","0","999","Genotype","P07863"
"6467","335543","0","999","DOI","10.2135/cropsci2017.04.0244"
"6469","335543","0","999","Barcode","11G5060185"
"6470","335544","0","999","DOI","10.2135/cropsci2017.04.0244"
"6471","335544","0","999","Genotype","P07863"
"6472","335544","0","999","Barcode","11G5060493"
"6475","335545","0","999","Barcode","11G5060194"
"6474","335545","0","999","Genotype","Poncho"
"6473","335545","0","999","DOI","10.2135/cropsci2017.04.0244"
"6477","335546","0","999","Genotype","Poncho"
"6478","335546","0","999","Barcode","11G5060502"
"6476","335546","0","999","DOI","10.2135/cropsci2017.04.0244"
"6479","335547","0","999","DOI","10.2135/cropsci2017.04.0244"
"6480","335547","0","999","Genotype","Topaz"
"6481","335547","0","999","Barcode","11G5060195"
"6483","335548","0","999","Genotype","Topaz"
"6484","335548","0","999","Barcode","11G5060503"
"6482","335548","0","999","DOI","10.2135/cropsci2017.04.0244"
"6485","335549","0","999","DOI","10.2135/cropsci2017.04.0244"
"6486","335549","0","999","Genotype","Buckskin"
"6487","335549","0","999","Barcode","11G5060196"
"6490","335550","0","999","Barcode","11G5060504"
"6489","335550","0","999","Genotype","Buckskin"
"6488","335550","0","999","DOI","10.2135/cropsci2017.04.0244"
"6493","335551","0","999","Barcode","11G5060197"
"6491","335551","0","999","DOI","10.2135/cropsci2017.04.0244"
"6492","335551","0","999","Genotype","Flint"
"6494","335552","0","999","DOI","10.2135/cropsci2017.04.0244"
"6495","335552","0","999","Genotype","Flint"
"6496","335552","0","999","Barcode","11G5060505"
"6499","335553","0","999","Barcode","11G5060198"
"6497","335553","0","999","DOI","10.2135/cropsci2017.04.0244"
"6498","335553","0","999","Genotype","Fargo"
"6502","335554","0","999","Barcode","11G5060506"
"6501","335554","0","999","Genotype","Fargo"
"6500","335554","0","999","DOI","10.2135/cropsci2017.04.0244"
"6505","335555","0","999","Barcode","11G5060199"
"6504","335555","0","999","Genotype","Agassiz"
"6503","335555","0","999","DOI","10.2135/cropsci2017.04.0244"
"6507","335556","0","999","Genotype","Agassiz"
"6508","335556","0","999","Barcode","11G5060507"
"6506","335556","0","999","DOI","10.2135/cropsci2017.04.0244"
"6511","335557","0","999","Barcode","11G5060200"
"6509","335557","0","999","DOI","10.2135/cropsci2017.04.0244"
"6510","335557","0","999","Genotype","Remington"
"6513","335558","0","999","Genotype","Remington"
"6514","335558","0","999","Barcode","11G5060508"
"6512","335558","0","999","DOI","10.2135/cropsci2017.04.0244"
"6515","335559","0","999","DOI","10.2135/cropsci2017.04.0244"
"6517","335559","0","999","Barcode","11G5060201"
"6516","335559","0","999","Genotype","La_Paz"
"6519","335560","0","999","Genotype","La_Paz"
"6520","335560","0","999","Barcode","11G5060509"
"6518","335560","0","999","DOI","10.2135/cropsci2017.04.0244"
"6521","335561","0","999","DOI","10.2135/cropsci2017.04.0244"
"6523","335561","0","999","Barcode","11G5060202"
"6522","335561","0","999","Genotype","Baja"
"6526","335562","0","999","Barcode","11G5060510"
"6525","335562","0","999","Genotype","Baja"
"6524","335562","0","999","DOI","10.2135/cropsci2017.04.0244"
"6528","335563","0","999","Genotype","Durango"
"6527","335563","0","999","DOI","10.2135/cropsci2017.04.0244"
"6529","335563","0","999","Barcode","11G5060203"
"6532","335564","0","999","Barcode","11G5060511"
"6530","335564","0","999","DOI","10.2135/cropsci2017.04.0244"
"6531","335564","0","999","Genotype","Durango"
"6535","335565","0","999","Barcode","11G5060204"
"6533","335565","0","999","DOI","10.2135/cropsci2017.04.0244"
"6534","335565","0","999","Genotype","Sonora"
"6537","335566","0","999","Genotype","Sonora"
"6538","335566","0","999","Barcode","11G5060512"
"6536","335566","0","999","DOI","10.2135/cropsci2017.04.0244"
"6539","335567","0","999","DOI","10.2135/cropsci2017.04.0244"
"6540","335567","0","999","Genotype","SDPI_1"
"6541","335567","0","999","Barcode","11G5060227"
"6543","335568","0","999","Genotype","SDPI_1"
"6542","335568","0","999","DOI","10.2135/cropsci2017.04.0244"
"6544","335568","0","999","Barcode","11G5060535"
"6545","335569","0","999","DOI","10.2135/cropsci2017.04.0244"
"6547","335569","0","999","Barcode","11G5060228"
"6546","335569","0","999","Genotype","Shoshone"
"6548","335570","0","999","DOI","10.2135/cropsci2017.04.0244"
"6550","335570","0","999","Barcode","11G5060536"
"6549","335570","0","999","Genotype","Shoshone"
"6552","335571","0","999","Genotype","Common_Pinto"
"6551","335571","0","999","DOI","10.2135/cropsci2017.04.0244"
"6553","335571","0","999","Barcode","11G5060232"
"6554","335572","0","999","DOI","10.2135/cropsci2017.04.0244"
"6555","335572","0","999","Genotype","Common_Pinto"
"6556","335572","0","999","Barcode","11G5060540"
"6559","335573","0","999","Barcode","11G5060234"
"6557","335573","0","999","DOI","10.2135/cropsci2017.04.0244"
"6558","335573","0","999","Genotype","IP08_2"
"6560","335574","0","999","DOI","10.2135/cropsci2017.04.0244"
"6561","335574","0","999","Genotype","IP08_2"
"6562","335574","0","999","Barcode","11G5060542"
"6565","335575","0","999","Barcode","11G5060235"
"6563","335575","0","999","DOI","10.2135/cropsci2017.04.0244"
"6564","335575","0","999","Genotype","Kimberly"
"6567","335576","0","999","Genotype","Kimberly"
"6568","335576","0","999","Barcode","11G5060543"
"6566","335576","0","999","DOI","10.2135/cropsci2017.04.0244"
"6569","335577","0","999","DOI","10.2135/cropsci2017.04.0244"
"6570","335577","0","999","Genotype","UI_126"
"6571","335577","0","999","Barcode","11G5060238"
"6574","335578","0","999","Barcode","11G5060546"
"6573","335578","0","999","Genotype","UI_126"
"6572","335578","0","999","DOI","10.2135/cropsci2017.04.0244"
"6576","335579","0","999","Genotype","UI_196"
"6575","335579","0","999","DOI","10.2135/cropsci2017.04.0244"
"6577","335579","0","999","Barcode","11G5060239"
"6578","335580","0","999","DOI","10.2135/cropsci2017.04.0244"
"6579","335580","0","999","Genotype","UI_196"
"6580","335580","0","999","Barcode","11G5060547"
"6582","335581","0","999","Genotype","UI_111"
"6583","335581","0","999","Barcode","11G5060246"
"6581","335581","0","999","DOI","10.2135/cropsci2017.04.0244"
"6585","335582","0","999","Genotype","UI_111"
"6584","335582","0","999","DOI","10.2135/cropsci2017.04.0244"
"6586","335582","0","999","Barcode","11G5060554"
"6588","335583","0","999","Genotype","UI_114"
"6589","335583","0","999","Barcode","11G5060247"
"6587","335583","0","999","DOI","10.2135/cropsci2017.04.0244"
"6592","335584","0","999","Barcode","11G5060555"
"6591","335584","0","999","Genotype","UI_114"
"6590","335584","0","999","DOI","10.2135/cropsci2017.04.0244"
"6593","335585","0","999","DOI","10.2135/cropsci2017.04.0244"
"6595","335585","0","999","Barcode","11G5060270"
"6594","335585","0","999","Genotype","NE2_09_1"
"6598","335586","0","999","Barcode","11G5060578"
"6596","335586","0","999","DOI","10.2135/cropsci2017.04.0244"
"6597","335586","0","999","Genotype","NE2_09_1"
"6599","335587","0","999","DOI","10.2135/cropsci2017.04.0244"
"6600","335587","0","999","Genotype","NE2_09_3"
"6601","335587","0","999","Barcode","11G5060271"
"6603","335588","0","999","Genotype","NE2_09_3"
"6602","335588","0","999","DOI","10.2135/cropsci2017.04.0244"
"6604","335588","0","999","Barcode","11G5060579"
"6605","335589","0","999","DOI","10.2135/cropsci2017.04.0244"
"6606","335589","0","999","Genotype","NE2_09_4"
"6607","335589","0","999","Barcode","11G5060272"
"6608","335590","0","999","DOI","10.2135/cropsci2017.04.0244"
"6609","335590","0","999","Genotype","NE2_09_4"
"6610","335590","0","999","Barcode","11G5060580"
"6613","335591","0","999","Barcode","11G5060273"
"6611","335591","0","999","DOI","10.2135/cropsci2017.04.0244"
"6612","335591","0","999","Genotype","NE2_09_8"
"6616","335592","0","999","Barcode","11G5060581"
"6615","335592","0","999","Genotype","NE2_09_8"
"6614","335592","0","999","DOI","10.2135/cropsci2017.04.0244"
"6619","335593","0","999","Barcode","11G5060274"
"6617","335593","0","999","DOI","10.2135/cropsci2017.04.0244"
"6618","335593","0","999","Genotype","NE2_09_10"
"6621","335594","0","999","Genotype","NE2_09_10"
"6622","335594","0","999","Barcode","11G5060582"
"6620","335594","0","999","DOI","10.2135/cropsci2017.04.0244"
"6625","335595","0","999","Barcode","11G5060276"
"6623","335595","0","999","DOI","10.2135/cropsci2017.04.0244"
"6624","335595","0","999","Genotype","AC_Pintoba"
"6628","335596","0","999","Barcode","11G5060584"
"6627","335596","0","999","Genotype","AC_Pintoba"
"6626","335596","0","999","DOI","10.2135/cropsci2017.04.0244"
"6631","335597","0","999","Barcode","11G5060277"
"6629","335597","0","999","DOI","10.2135/cropsci2017.04.0244"
"6630","335597","0","999","Genotype","AC_Ole"
"6633","335598","0","999","Genotype","AC_Ole"
"6632","335598","0","999","DOI","10.2135/cropsci2017.04.0244"
"6634","335598","0","999","Barcode","11G5060585"
"6636","335599","0","999","Genotype","Win_Mor"
"6637","335599","0","999","Barcode","11G5060278"
"6635","335599","0","999","DOI","10.2135/cropsci2017.04.0244"
"6638","335600","0","999","DOI","10.2135/cropsci2017.04.0244"
"6639","335600","0","999","Genotype","Win_Mor"
"6640","335600","0","999","Barcode","11G5060586"
"6641","335601","0","999","DOI","10.2135/cropsci2017.04.0244"
"6643","335601","0","999","Barcode","11G5060281"
"6642","335601","0","999","Genotype","ICB_12"
"6646","335602","0","999","Barcode","11G5060589"
"6645","335602","0","999","Genotype","ICB_12"
"6644","335602","0","999","DOI","10.2135/cropsci2017.04.0244"
"6648","335603","0","999","Genotype","Quincy"
"6649","335603","0","999","Barcode","11G5060289"
"6647","335603","0","999","DOI","10.2135/cropsci2017.04.0244"
"6651","335604","0","999","Genotype","Quincy"
"6652","335604","0","999","Barcode","11G5060597"
"6650","335604","0","999","DOI","10.2135/cropsci2017.04.0244"
"6653","335605","0","999","DOI","10.2135/cropsci2017.04.0244"
"6654","335605","0","999","Genotype","Burke"
"6655","335605","0","999","Barcode","11G5060290"
"6657","335606","0","999","Genotype","Burke"
"6656","335606","0","999","DOI","10.2135/cropsci2017.04.0244"
"6658","335606","0","999","Barcode","11G5060598"
"6661","335607","0","999","Barcode","11G5060291"
"6659","335607","0","999","DOI","10.2135/cropsci2017.04.0244"
"6660","335607","0","999","Genotype","TARS_VCI_4B"
"6663","335608","0","999","Genotype","TARS_VCI_4B"
"6664","335608","0","999","Barcode","11G5060599"
"6662","335608","0","999","DOI","10.2135/cropsci2017.04.0244"
"6665","335609","0","999","DOI","10.2135/cropsci2017.04.0244"
"6666","335609","0","999","Genotype","JM_126"
"6667","335609","0","999","Barcode","11G5060292"
"6669","335610","0","999","Genotype","JM_126"
"6670","335610","0","999","Barcode","11G5060600"
"6668","335610","0","999","DOI","10.2135/cropsci2017.04.0244"
"6673","335611","0","999","Barcode","11G5060293"
"6671","335611","0","999","DOI","10.2135/cropsci2017.04.0244"
"6672","335611","0","999","Genotype","Pindak"
"6676","335612","0","999","Barcode","11G5060601"
"6675","335612","0","999","Genotype","Pindak"
"6674","335612","0","999","DOI","10.2135/cropsci2017.04.0244"
"6678","335613","0","999","Genotype","Nodak"
"6679","335613","0","999","Barcode","11G5060294"
"6677","335613","0","999","DOI","10.2135/cropsci2017.04.0244"
"6682","335614","0","999","Barcode","11G5060602"
"6680","335614","0","999","DOI","10.2135/cropsci2017.04.0244"
"6681","335614","0","999","Genotype","Nodak"
"6683","335615","0","999","DOI","10.2135/cropsci2017.04.0244"
"6685","335615","0","999","Barcode","11G5060295"
"6684","335615","0","999","Genotype","Holberg"
"6686","335616","0","999","DOI","10.2135/cropsci2017.04.0244"
"6688","335616","0","999","Barcode","11G5060603"
"6687","335616","0","999","Genotype","Holberg"
"6691","335617","0","999","Barcode","11G5060296"
"6689","335617","0","999","DOI","10.2135/cropsci2017.04.0244"
"6690","335617","0","999","Genotype","92US_1006"
"6693","335618","0","999","Genotype","92US_1006"
"6694","335618","0","999","Barcode","11G5060604"
"6692","335618","0","999","DOI","10.2135/cropsci2017.04.0244"
"6695","335619","0","999","DOI","10.2135/cropsci2017.04.0244"
"6697","335619","0","999","Barcode","11G5060297"
"6696","335619","0","999","Genotype","Othello"
"6698","335620","0","999","DOI","10.2135/cropsci2017.04.0244"
"6699","335620","0","999","Genotype","Othello"
"6700","335620","0","999","Barcode","11G5060605"
"6701","335621","0","999","DOI","10.2135/cropsci2017.04.0244"
"6702","335621","0","999","Genotype","NW_590"
"6703","335621","0","999","Barcode","11G5060298"
"6704","335622","0","999","DOI","10.2135/cropsci2017.04.0244"
"6706","335622","0","999","Barcode","11G5060606"
"6705","335622","0","999","Genotype","NW_590"
"6709","335623","0","999","Barcode","11G5060299"
"6707","335623","0","999","DOI","10.2135/cropsci2017.04.0244"
"6708","335623","0","999","Genotype","NW_410"
"6710","335624","0","999","DOI","10.2135/cropsci2017.04.0244"
"6712","335624","0","999","Barcode","11G5060607"
"6711","335624","0","999","Genotype","NW_410"
"6715","335625","0","999","Barcode","11G5060300"
"6713","335625","0","999","DOI","10.2135/cropsci2017.04.0244"
"6714","335625","0","999","Genotype","PT7_2"
"6718","335626","0","999","Barcode","11G5060608"
"6716","335626","0","999","DOI","10.2135/cropsci2017.04.0244"
"6717","335626","0","999","Genotype","PT7_2"
"6719","335627","0","999","DOI","10.2135/cropsci2017.04.0244"
"6721","335627","0","999","Barcode","11G5060301"
"6720","335627","0","999","Genotype","USPT_WM_1"
"6722","335628","0","999","DOI","10.2135/cropsci2017.04.0244"
"6724","335628","0","999","Barcode","11G5060609"
"6723","335628","0","999","Genotype","USPT_WM_1"
"6726","335629","0","999","Genotype","USPT_CBB_1"
"6725","335629","0","999","DOI","10.2135/cropsci2017.04.0244"
"6727","335629","0","999","Barcode","11G5060302"
"6730","335630","0","999","Barcode","11G5060610"
"6728","335630","0","999","DOI","10.2135/cropsci2017.04.0244"
"6729","335630","0","999","Genotype","USPT_CBB_1"
"6733","335631","0","999","Barcode","11G5060303"
"6731","335631","0","999","DOI","10.2135/cropsci2017.04.0244"
"6732","335631","0","999","Genotype","USPT_CBB_3"
"6736","335632","0","999","Barcode","11G5060611"
"6734","335632","0","999","DOI","10.2135/cropsci2017.04.0244"
"6735","335632","0","999","Genotype","USPT_CBB_3"
"6739","335633","0","999","Barcode","11G5060304"
"6737","335633","0","999","DOI","10.2135/cropsci2017.04.0244"
"6738","335633","0","999","Genotype","USPT_ANT_1"
"6741","335634","0","999","Genotype","USPT_ANT_1"
"6742","335634","0","999","Barcode","11G5060612"
"6740","335634","0","999","DOI","10.2135/cropsci2017.04.0244"
"6745","335635","0","999","Barcode","11G5060305"
"6744","335635","0","999","Genotype","USPT_CBB_5"
"6743","335635","0","999","DOI","10.2135/cropsci2017.04.0244"
"6748","335636","0","999","Barcode","11G5060613"
"6747","335636","0","999","Genotype","USPT_CBB_5"
"6746","335636","0","999","DOI","10.2135/cropsci2017.04.0244"
"6750","335637","0","999","Genotype","PT9_17"
"6751","335637","0","999","Barcode","11G5060338"
"6749","335637","0","999","DOI","10.2135/cropsci2017.04.0244"
"6753","335638","0","999","Genotype","PT9_17"
"6754","335638","0","999","Barcode","11G5060646"
"6752","335638","0","999","DOI","10.2135/cropsci2017.04.0244"
"6757","335639","0","999","Barcode","11G5060339"
"6755","335639","0","999","DOI","10.2135/cropsci2017.04.0244"
"6756","335639","0","999","Genotype","Maverick"
"6760","335640","0","999","Barcode","11G5060647"
"6758","335640","0","999","DOI","10.2135/cropsci2017.04.0244"
"6759","335640","0","999","Genotype","Maverick"
"6762","335641","0","999","Genotype","Lariat"
"6763","335641","0","999","Barcode","11G5060340"
"6761","335641","0","999","DOI","10.2135/cropsci2017.04.0244"
"6766","335642","0","999","Barcode","11G5060648"
"6765","335642","0","999","Genotype","Lariat"
"6764","335642","0","999","DOI","10.2135/cropsci2017.04.0244"
